Id,Story,Labels,Iteration,Iteration Start,Iteration End,Story Type,Estimate,Current State,Created at,Accepted at,Deadline,Requested By,Description,URL,Owned By,Task,Task Status,Task,Task Status,Task,Task Status,Task,Task Status,Task,Task Status,Task,Task Status
68387524,Services (from Services Epic),services,,,,feature,3,unscheduled,"Mar 27, 2014",,,nplutzik,Services functionality,http://www.pivotaltracker.com/story/show/68387524,nplutzik,Services from different categories should be listed in a manageable gui,not completed,"Services will be broken into genre, cause, location, and Volunteer Opportunities",not completed,Services will be searchable,not completed,Services will interact with saveable,not completed,(drag and drop into services box),not completed,saveable by users,not completed
68387270,Users User Story,users,,,,feature,3,unscheduled,"Mar 27, 2014",,,nplutzik,Connected to User Epic,http://www.pivotaltracker.com/story/show/68387270,,User can interact with Display.,not completed,"User has information stored: Name, ID, Birthdate, Information Box, timestamp",not completed
68386200,Volunteers,volunteers,,,,feature,1,unscheduled,"Mar 27, 2014",,,nplutzik,Users can search Volunteer information and opportunities,http://www.pivotaltracker.com/story/show/68386200,nplutzik,Volunteer Information from Idealist API,not completed,Search Function,not completed,"User can search Volunteer information and save relevant opportunities in a ""favorites""",not completed
68374556,Services should be parsed by service type,services,,,,feature,3,unscheduled,"Mar 27, 2014",,,nplutzik,"Services should be parsed by service type:
Education
Food
Health
Environment
Employment
Woman Issues
",http://www.pivotaltracker.com/story/show/68374556,nplutzik,Parse service metadata into 6 categories,not completed
68374130,Services should be listed on the Map,maps,,,,feature,3,unscheduled,"Mar 27, 2014",,,nplutzik,Services should be listed on the Map based on user input,http://www.pivotaltracker.com/story/show/68374130,nplutzik,Import services list from NYC Open Data,not completed,Services should be parsed by type and location of current user.,not completed,Plot data into Google Maps API,not completed
68373884,Users that are logged in can save relevant service information,users,,,,feature,2,unscheduled,"Mar 27, 2014",,,nplutzik,Users that are logged in can save relevant service information. This information can be saved in a list to be accessed at a different time.,http://www.pivotaltracker.com/story/show/68373884,nplutzik
68373704,There should be a display and view of the website,display,,,,feature,,unscheduled,"Mar 27, 2014",,,nplutzik,"There should be a display and view of the website, which is dependent on the user login.",http://www.pivotaltracker.com/story/show/68373704,,Create user view,not completed,Create user view with a login,not completed,Create layout for website,not completed
68373586,A user should have a login,users,,,,feature,2,unscheduled,"Mar 27, 2014",,,nplutzik,A user should have a login which they use to access specific information,http://www.pivotaltracker.com/story/show/68373586,
68371398,Maps will display data relevant to a specific area,maps,,,,feature,2,unscheduled,"Mar 27, 2014",,,nplutzik,Maps will display development data relevant to a specific area. This will be related to the current scope of the view of the current user.,http://www.pivotaltracker.com/story/show/68371398,,Display data relevant to a specific area,not completed,Import data from NYC Open Data,not completed
68370528,Map will display New York City,maps,,,,feature,3,unscheduled,"Mar 27, 2014",,,nplutzik,The Map should show a geographical depiction of the city of New York.,http://www.pivotaltracker.com/story/show/68370528,,Create a New York City Map using the Google Maps API,not completed,"Map will be clickable and interactive, displaying relevant data, where user clicks",not completed
